record,Q1,Q2,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_15_other,Q5_1,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15,Q6_15_other,Q7_1,Q8,Q9_1,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q12,Q13,Q14,Q15,Q13_english,Q14_english,Q15_english
85,3,2,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,,5,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,,4,1,5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,Appointment time,It doesn't satisfy me,To notify me of the proper time,Appointment time,It doesn't satisfy me,To notify me of the proper time
42,3,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,,5,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,,5,3,5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,3,"Language translation and transcription Automation paper work Customer support chatbots ,voice assistant Data analysis and visualization",Time efficiency Consistency and accuracy is required in offices and AI which are nearly perfect can handle this,I,"Language translation and transcription Automation paper work Customer support chatbots, voice assistant Data analysis and visualization",Time efficiency Consistency and accuracy is required in offices and AI which are nearly perfect can handle this,I
230,4,2,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,,2,3,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,Boodschappen doen en gerechten samensteld,Iedere dag weer verzinnen wat te komen en welke boodschappen daarvoor doen,Tip geven over diverse recepten,Shopping and preparing dishes,Every day we have to think about what to do and what groceries to buy,Give tips about various recipes
65,4,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,,4,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,,4,2,4,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,Ik wil geholpn worden met de bijzonderheden op de beleggersbeurs.,Het is tijdrovend omdat de beurs constant in beweging is.,Weet niet exact.,I would like assistance with the details of the investment fair.,It is time-consuming because the stock market is constantly moving.,Don't know exactly.
298,5,2,2,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Met boodschappen,Lastig om te bedenken wat je nodig hebt,Lijstje maken,With groceries,It's hard to think of what you need,Make a list
157,5,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,,2,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Weet ik op dit moment niet,Zo ervaar ik het niet,Meer info hoe het werkt,I don't know at this time,I don't experience it that way,More info on how it works
177,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Het plannen als soort agenda,Afapraken Erin zetten,Structuur,Planning as a kind of agenda,Set appointments,Structure
173,4,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,Poepen,Het geeft zo'n rotzooi,Geen idee,Pooping,It makes such a mess,No idea
127,5,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,1,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,Geen,Ik hou er niet van,Nee,No,I don't like it,No
312,5,1,4,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,Gewoon vragen die ik heb meer niet,Omdat ik de juiste antwoorden niet weet te vinden,Dat deze de antwoorden wel snel op weet te lepelen,Just questions I have nothing more,Because I can't find the right answers,That he can quickly come up with the answers
143,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,4,1,4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,Werk en planning,Omdat het voor mij een lastig vak is,Door mij het goed aan te leren voor de juiste structuur,Work and planning,Because it is a difficult subject for me,By teaching me the right structure
140,2,1,2,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,,4,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,,3,3,4,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,Recept voor de avondeten,Dagelijks iets bedenken voor de avondeten vind ik frusterend.,Nieuwe recepten voorstellen en meedenken met de groenten en producten die ik thuis heb voor een recept.,Recipe for dinner,Coming up with something to make for dinner every day is frustrating for me.,Suggesting new recipes and brainstorming with the vegetables and products I have at home for a recipe.
333,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,1,1,4,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,Het plannen van feestjes met alles erop en eraan,"Dat is niet het geval, maar het is een leuke bijkomstigheid om ideeën te krijgen van AI",Met ideeën en tips komen waar ik zelf niet zogauw aan zou denken,Planning parties with all the trimmings,"That's not the case, but it's a nice side effect to get ideas from AI",Coming up with ideas and tips that I wouldn't normally think of myself
11,4,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,Geen,Vind ik niet,Niet,No,I don't think so,Not
113,2,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,,4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,,4,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,Recepten,Frustrerend,Oplezen. Duidelijker maken. Vertalen,Recipes,Frustrating,Read aloud. Clarify. Translate
256,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Op zakelijk gebied,A.i heeft meer kennis van zaken en maakt het makkelijker om te doen,Met duidelijke antwoorden,In business,A.i. has more knowledge and makes it easier to do,With clear answers
236,5,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,Sinterklaasgedicht of excuses bedenken om geen mantelzorg te hoeven verlenen,Kent u mijn schoonvader?,Euthanasie op afstand,Sinterklaas poem or making excuses to avoid having to provide informal care,Do you know my father-in-law?,Remote euthanasia
53,3,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,Researching more about my work,4,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,,4,3,5,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,My daily work,Because ir uses network stability,I do not know actually,My daily work,Because ir uses network stability,I do not know actually
213,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Foto's aanpassen,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,3,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,Geen voorkeur,Geen ide3,Geen idee,No preference,No ide3,No idea
216,2,2,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,5,2,5,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,Hrgvh,"Monotoon en repetitief zijn: Taken waarbij steeds dezelfde handelingen herhaald moeten worden (bijvoorbeeld het handmatig invoeren van grote hoeveelheden gegevens, archiveren). Mensen raken hierdoor snel verveeld of vinden het geestdodend.",Informatie verzamelen,Hrgvh,"Monotonous and repetitive: Tasks that require repeating the same actions over and over again (e.g., manually entering large amounts of data, filing). People quickly become bored or find them mind-numbing.",Gathering information
19,5,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,5,3,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,3,Informatie zoeken,Omdat ik echt een pietje precies ben,Overzichtelijk,Search for information,Because I'm really a stickler for detail,Clear
284,3,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,,4,3,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,geld verdienen,weinig aanbod veel vraag anno 2025,goede tools,earn money,"little supply, high demand in 2025",good tools
304,4,2,2,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,,4,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,,4,2,2,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,herhalingen van dingen die ik moet doen maar uitstel,"ik heb de neiging om ze uit te stellen. Als AI me er aan zou herinneren, voral via spraak, zou dat motiverend zijn",geen idee,repetitions of things I have to do but postpone,"I tend to procrastinate. If AI could remind me, especially through voice, that would be motivating.",no idea
35,5,1,4,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,2,3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,Stofzuigen,Komt steeds terug en is nooit klaar,Geen idee,Vacuuming,Keeps coming back and is never finished,No idea
25,2,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2,3,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,"Eigenlijk geen, tot de techniek betrouwbaar is",Is niet het geval,In opdracht,"Actually none, until the technology is reliable",It is not the case,On commission
281,3,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,,4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,,4,1,4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Geen opmerkingen,Geen opmerkingen,Snel denk functie,No comments,No comments,Quick thinking function
221,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,4,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Onder het werken ben ik altijd druk dat hulp van Al zou ik beter geholpen willen worden,Op mijn werk moet vaak mensen helpen en begeleiden,Als.ik een antwoord typ dat ik de juiste teksten krijg te ziwn,While working I am always busy that I would like to be helped better by Al,At my work I often have to help and guide people,When I type an answer I get the correct texts to see
92,5,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,,4,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,,5,3,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,Het maken van verslagen voor mijn werk,Dankzij AI bespaar ik tijd en moeite,Door in een paar seconden een fatsoenlijk verslag te mak,Making reports for my work,Thanks to AI I save time and effort,By making a decent report in a few seconds
94,4,2,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,,5,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,,5,1,5,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,Meetings,Statistiek,Als voor mij te doen,Meetings,Statistics,As for me to do
8,4,2,4,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Email opstellen,Typen kost moeite voor mijn pijnlijke handen,Tekst invoeren,Compose email,Typing is hard for my sore hands,Enter text
279,5,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,4,3,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,Ik kan het proberen.,Ongemakkelijk,Weet et niet?,I can try.,Uncomfortable,Don't know?
258,2,2,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,,4,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,,4,1,5,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,E-mailautomatisering,Ik sla over,Om de taak te autoriseren,Email automation,I skip,To authorize the task
187,2,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,3,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,,3,1,3,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,3,Met het plannen van mijn dagtaken,Soms verlies ik overzicht. Omdat ik veel te druk ben te veel afspraken heb,Door overzicht te creëren,Planning my daily tasks,Sometimes I lose track. Because I'm way too busy and have too many appointments.,By creating an overview
295,3,2,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,,4,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,,3,1,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,Reminds me of my daily things,I often forget,Maybe an alarm,Reminds me of my daily things,I often forget,Maybe an alarm
208,4,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,3,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,,3,3,3,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,3,Het bedenken van een menu om te eten met mijn familie.,Wenigvtijd om er over na te denken en boodschappen te doen.,Plannen van menu enbesyelken van wat ik nodig heb.,Thinking about a menu to eat with my family.,Little time to think about it and go shopping.,Plannen van menu enbesyelken van wat ik nodig heb.
29,2,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,,4,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,,4,2,5,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,2,Pas als ik echt hulp nodig heb dus ik wil zelf controle hebben over wanneer hoe en wat,Omdat je het net zo makkelijk aan chatgpt kan vragen,rustig en normaal,"Only when I really need help, so I want to have control over when, how and what",Because you can just as easily ask chatgpt,calm and normal
145,5,1,4,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ik wil geen hulp va ai,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,3,Nergens mee,Vind ik niet,"Niet, wil ik niet",Not with anything,I don't think so,"No, I don't want to"
176,3,2,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,,5,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,,5,1,5,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,Brieven schrijven,Omdat het soms teveel is,Tekst verbeteren,Writing letters,Because sometimes it's too much,Improve text
28,4,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Google zoekresultaten met AI,Weet niet,Snelle zoekresultaten,Google search results with AI,Don't know,Quick search results
250,5,2,4,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,1,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,3,Kleding advies,Duurt te lang om alles op te zoeken,Dat hij met bepaalde suggesties komt,Clothing advice,Takes too long to look up everything,That he comes up with certain suggestions
345,4,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,5,3,4,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,Controle houden op de koelkast voorraad. Helpen met emails schrijven Teksten snel analyseren en een samenvatting hiervan geven Etc,Soms is een lange tekst doorlezen te tijdrovend. Zeker als je snel tot een conclusie moet komen mbt beslissingen. Dan is een duidelijke samenvatting de beste oplossing.,De tijd die het mij kost om een lange tekst te lezen op zich nemen. Samenvattingen maken Mogelijk advies geven op basis van bepaalde input van mij,Keeping track of refrigerator inventory. Helping with writing emails. Quickly analyzing texts and providing a summary. Etc.,"Sometimes reading a long text is too time-consuming, especially if you need to reach a quick conclusion regarding decisions. In that case, a clear summary is the best solution.",Taking the time it takes me to read a long text. Creating summaries. Possibly offering advice based on some of my input.
293,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ik wil geen persoonlijke AI assistent. Chat got is goed zat,1,3,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,Geen ik leef mijn eigen leven hoeft ai niet voor mij te doen,Omdat ai dom is en veel foute informatie geeft waardoor ik eigenlijk meer bezig ben met ai antwoord controleren dan wat met het antwoord doen,Niet,No I live my own life don't need anyone to do it for me,"Because AI is stupid and gives a lot of wrong information, which means I'm actually more concerned with checking the AI ​​answer than doing anything with the answer.",Not
108,4,2,2,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,,4,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,,4,1,4,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,Idee opdoen met koken,Gewoon leuk,Geen idee,Get ideas for cooking,Just fun,No idea
165,5,2,2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,,5,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,,1,2,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,3,Recepten zoeken. Boodschappenlijst maken.,Ik vergeet vaak de helft bij het doen van booedschappen.,Een goede lijst maken. Vragen wat ik in huis heb en wat ik moet kopen.,Find recipes. Create a shopping list.,I often forget half of it when doing the grocery shopping.,Making a good list. Asking what I have at home and what I need to buy.
302,3,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Geen,Scheelt tijd,Info opzoeken,No,Saves time,Look up information
218,5,1,4,,,,,,,,,,,,,,,,,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,4,1,2,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,Bijhouden financiën,Tijdrovend,Beheren van administratie,Keeping track of finances,Time consuming,Managing administration
125,5,2,4,,,,,,,,,,,,,,,,,3,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,,2,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Met niets,Te druk met andere dingen,Geen interesse,With nothing,Too busy with other things,Not interested
289,4,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,geen,ik heb geen tijdrovende taken,geen idee,no,I don't have any time-consuming tasks,no idea
311,4,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,,4,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,gewoon even zoeken,kost geld,tijd verkorten,just search,costs money,shorten time
102,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,4,1,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Van als het is handig,Weet ik niet,Weet ik niet,From if it is convenient,I don't know,I don't know
308,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,4,3,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Het goed helpen met leren,Het studenten leven is pittig,D,Helping with learning well,Student life is tough,D
215,4,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,3,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,Nieuwe sollicitatie,Rooster,Verwerken,New application,Schedule,Process
184,5,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,weet ik niet,n.n.t.,"n,v,t,",I don't know,n.n.t.,"n,v,t,"
325,4,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,,4,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,,4,1,2,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,2,Met de financieele taken,Kost heel veel tijd,Met taken van me overnemen en assisteren,With the financial tasks,Takes a lot of time,By taking over tasks from me and assisting
225,4,2,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,,3,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,2,Bepaalde opvoedkwesties of medische vragen,Die vind ik niet frustrerend of tijdrovend. Ik zet dit in als extra bron,Door zorgvuldig dich snel de juiste antwoorden te vinden en geven,Certain parenting issues or medical questions,I don't find this frustrating or time-consuming. I use this as an additional resource.,By carefully finding and providing the right answers quickly
331,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,5,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Ja,Kost veel tijd,Uit handen nemen,Yes,Takes a lot of time,Taking over
277,4,2,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,3,1,2,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,moeilijke gesprekken voorbereiden,moet te veel over nadenken,geeft mij ideeën en suggesties,preparing for difficult conversations,have to think about it too much,gives me ideas and suggestions
205,2,2,2,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,,3,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,,2,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,3,"Dingen uitzoeken, waar staat wat",Veel werk en heel saai,Die kan heel snel alles doorzoeke,"Finding things out, what is where",A lot of work and very boring,That one can search everything very quickly
261,2,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,,3,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,,3,2,3,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,2,Alles geld verdienen,Krijg er stress van,B,Earn money from everything,I get stressed out about it,B
33,5,2,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,5,2,4,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,Met advies,Teveel tijd om op te zoeken,Snel antwoord,With advice,Too much time to look up,Quick answer
76,5,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,4,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,geen idee,nee,geeft snel antwoord op mijn vraag,no idea,no,answers my question quickly
74,3,2,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,,5,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,,5,2,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,Makkelijker vinden van antwoorden waar k op dat komen vragen over heb,Zoeken via Google wat het antwoord s,Die regelt het antwoord onderbouwend,Easier to find answers to questions I have about that.,Searching Google for the answer,This provides a substantiated answer
167,5,2,4,,,,,,,,,,,,,,,,,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,Plannen van de week,Kan geen overzicht bewaren,Weet ik niet,Plans of the week,Unable to keep an overview,I don't know
160,3,2,4,,,,,,,,,,,,,,,,,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Rekeningen betalen,Alles moet je opzoeken,Weet ik niet,Paying bills,You have to look up everything,I don't know
162,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,4,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,,4,2,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2,Dingen opzoeken,Soms kost het best wat tijd,Sneller zoeken,Looking things up,Sometimes it takes quite some time,Search faster
185,5,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,,2,3,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,Briefen maken,Ben er gewoon niet goed in,Ik verwacht er veelbvan,Creating briefs,I'm just not good at it,I expect a lot from it
282,5,2,4,,,,,,,,,,,,,,,,,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,,3,3,2,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,3,Recepten,Weet niet precies hoe het werkt.,Misschien recepten aanleveren.,Recipes,Not sure exactly how it works.,Perhaps provide recipes.
342,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Betere kwaliteit,Soms fout,Vragen,Better quality,Sometimes wrong,To ask
73,3,2,2,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,,3,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,,2,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,Boodschappen,Kost veel tijd en is saai,Bestelling plaatsen,Groceries,Takes a lot of time and is boring,Placing an order
57,5,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,5,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,,4,3,3,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,2,Beleggen,Het is lastig,Geen idee,Investing,It's difficult,No idea
179,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,5,3,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,3,Sporten,Vergeet t altijd,Dat ie me een berichtje stuurt,To play sports,Always forget it,That he sends me a message
